MAIN_ID RA DEC TYPED_ID Diameter_diameter Diameter_Q Diameter_unit Diameter_error Diameter_filter Diameter_method Diameter_bibcode FLUX_V PLX_VALUE SCRIPT_NUMBER_ID
"* nu. Psc" "01 41 25.8939" "+05 29 15.406" "" "" "" "" "" "" "" "" 4.440000057220459 8.980 0
"HD 174262" "18 48 53.3862" "+19 19 43.379" "" "" "" "" "" "" "" "" 5.880000114440918 11.278 0
"* zet UMi" "15 44 03.5189" "+77 47 40.178" "" "" "" "" "" "" "" "" 4.27400016784668 8.840 0
"HD  43955" "06 18 13.7284" "-19 58 01.104" "" "" "" "" "" "" "" "" 5.500999927520752 3.497 0
"HD 199942" "21 00 03.9898" "+07 30 58.277" "" "" "" "" "" "" "" "" 5.994999885559082 11.685 0
"* 212 Pup A" "07 52 15.6629" "-34 42 19.583" "" "" "" "" "" "" "" "" 5.119999885559082 54.563 0
"* rho Vir" "12 41 53.0569" "+10 14 08.252" "" 1040000.00 "" km "" "" "" 2007ApJ...660.1556R 4.880000114440918 25.692 0
"HD  65301" "08 01 20.7778" "+59 02 50.648" "" "" "" "" "" "" "" "" 5.771999835968018 23.023 0
"* mu. Dra A" "17 05 20.1239" "+54 28 12.082" "" "" "" "" "" "" "" "" 5.659999847412109 36.761 0
"*  55 Psc" "00 39 55.5715" "+21 26 18.588" "" "" "" "" "" "" "" "" 5.427999973297119 7.506 0
"* 100 Her B" "18 07 49.5026" "+26 05 50.398" "" "" "" "" "" "" "" "" 5.789999961853027 15.659 0
"HD  78935" "09 15 52.5789" "+72 56 46.768" "" "" "" "" "" "" "" "" 5.929999828338623 11.196 0
"*  40 Dra" "18 00 03.5284" "+80 00 03.048" "" "" "" "" "" "" "" "" 5.939000129699707 22.434 0
"*   5 Com" "12 12 09.2896" "+20 32 31.423" "" "" "" "" "" "" "" "" 5.550000190734863 9.010 0
"* ups UMa" "09 50 59.3580" "+59 02 19.441" "" "" "" "" "" "" "" "" 3.809999942779541 28.378 0
"* X Pup" "06 49 54.6163" "-46 36 52.421" "" "" "" "" "" "" "" "" 5.139999866485596 39.666 0
"HD  81157" "09 21 50.0423" "-55 30 52.878" "" "" "" "" "" "" "" "" 5.607999801635742 11.035 0
"* zet Dor" "05 05 30.6556" "-57 28 21.736" "" "" "" "" "" "" "" "" 4.708000183105469 85.523 0
"HD  65273" "07 54 53.3173" "-57 18 10.108" "" "" "" "" "" "" "" "" 5.61299991607666 9.672 0
"HD 175740" "18 54 52.1770" "+41 36 09.800" "" "" "" "" "" "" "" "" 5.440000057220459 12.338 0
"*  40 Ari" "02 48 32.0884" "+18 17 01.648" "" "" "" "" "" "" "" "" 5.829999923706055 7.302 0
"HD 201433A" "21 08 38.8897" "+30 12 20.287" "" "" "" "" "" "" "" "" 5.711999893188477 8.199 0
"*  32 Vul" "20 54 33.6391" "+28 03 27.445" "" "" "" "" "" "" "" "" 5.010000228881836 5.320 0
"* h Vir" "13 32 58.0715" "-10 09 53.995" "" "" "" "" "" "" "" "" 5.210000038146973 11.652 0
"* k Boo" "15 05 25.8344" "+48 09 03.492" "" "" "" "" "" "" "" "" 5.577000141143799 12.485 0
"HD 134190" "15 06 16.7173" "+54 33 22.744" "" "" "" "" "" "" "" "" 5.25 12.002 0
"*  24 Sco" "16 41 34.3835" "-17 44 31.799" "" "" "" "" "" "" "" "" 4.922999858856201 8.482 0
"HD  76236" "08 45 55.1486" "-79 30 15.745" "" "" "" "" "" "" "" "" 5.769999980926514 5.333 0
"* eta Hya" "08 43 13.4749" "+03 23 55.186" "" "" "" "" "" "" "" "" 4.300000190734863 5.560 0
"*  21 Per" "02 57 17.2817" "+31 56 03.193" "" 5250000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.0929999351501465 9.345 0
"HD 213179" "22 29 10.2272" "+26 45 47.512" "" "" "" "" "" "" "" "" 5.7779998779296875 3.754 0
"* mu. CrA" "18 47 44.6177" "-40 24 22.197" "" "" "" "" "" "" "" "" 5.2170000076293945 8.454 0
"[SC96] Mis  803" "17 56.7" "-28 03" "" "" "" "" "" "" "" "" 5.75 "" 0
"* eps Tuc" "23 59 54.9776" "-65 34 37.680" "" "" "" "" "" "" "" "" 4.46999979019165 8.740 0
"V* YY Lep" "06 06 57.5128" "-21 48 44.273" "" "" "" "" "" "" "" "" 5.78000020980835 3.430 0
"* tau Per" "02 54 15.4777" "+52 45 44.882" "" 22400000.00 "" km 751000.00 BV BrighCol 2013A&A...554A..84M 3.9600000381469727 12.373 0
"*  81 UMa" "13 34 07.3053" "+55 20 54.364" "" "" "" "" "" "" "" "" 5.5879998207092285 10.830 0
"* gam Lib" "15 35 31.5788" "-14 47 22.327" "" "" "" "" "" "" "" "" 3.9100000858306885 19.990 0
"*  96 Her" "18 02 23.0471" "+20 50 01.086" "" "" "" "" "" "" "" "" 5.249000072479248 3.340 0
"HD  99333" "11 25 33.0975" "-37 44 51.268" "" "" "" "" "" "" "" "" 5.918000221252441 7.355 0
"HD  12296" "01 59 38.8150" "-42 01 49.916" "" 14900000.00 "" km "" "" "" 2011A&A...536A..71J 5.563000202178955 11.007 0
"*  37 Com" "13 00 16.4694" "+30 47 06.079" "" "" "" "" "" "" "" "" 4.880000114440918 5.292 0
"* gam02 Ari" "01 53 31.8129" "+19 17 37.879" "" 3440000.00 "" km "" V Interfer 2014MNRAS.443.1629S 4.519999980926514 19.627 0
"HD  10615" "01 41 47.9680" "-60 47 21.614" "" "" "" "" "" "" "" "" 5.691999912261963 8.137 0
"* L Car" "10 22 58.1460" "-66 54 05.390" "" "" "" "" "" "" "" "" 4.989999771118164 8.120 0
"HD 168415" "18 20 08.7913" "-15 49 54.108" "" "" "" "" "" "" "" "" 5.370999813079834 6.319 0
"*  21 Aql" "19 13 42.7011" "+02 17 37.310" "" "" "" "" "" "" "" "" 5.150000095367432 4.773 0
"* eta01 CrA" "18 48 50.4897" "-43 40 48.155" "" "" "" "" "" "" "" "" 5.455999851226807 8.896 0
"HD  40020" "05 56 49.4497" "+11 31 15.812" "" "" "" "" "" "" "" "" 5.883999824523926 9.608 0
"*  78 UMa" "13 00 43.6994" "+56 21 58.810" "" "" "" "" "" "" "" "" 4.929999828338623 39.300 0
"*  66 Aql" "20 13 13.8848" "-01 00 33.708" "" "" "" "" "" "" "" "" 5.46999979019165 5.170 0
"HD  22468" "03 36 47.2911" "+00 35 15.938" "" 2920000.00 "" km "" V "" 2009A&ARv..17..251S 5.900000095367432 33.753 0
"HD  86087" "09 54 51.2307" "-50 14 38.256" "" "" "" "" "" "" "" "" 5.704999923706055 10.080 0
"V* V692 CrA" "18 13 12.6984" "-41 20 09.997" "" "" "" "" "" "" "" "" 5.461999893188477 1.742 0
"* i Lup" "15 14 37.3198" "-31 31 08.845" "" "" "" "" "" "" "" "" 4.918000221252441 1.524 0
"*  37 Oph" "17 12 27.8042" "+10 35 06.560" "" "" "" "" "" "" "" "" 5.340000152587891 3.558 0
"HD 152311" "16 53 25.2127" "-20 24 56.882" "" "" "" "" "" "" "" "" 5.85699987411499 33.016 0
"* sig Gem" "07 43 18.7269" "+28 53 00.642" "" 8560000.00 "" km "" V "" 2009A&ARv..17..251S 4.289999961853027 26.080 0
"HD   3059" "00 33 41.0413" "-29 33 29.799" "" "" "" "" "" "" "" "" 5.540999889373779 6.228 0
"* 188 Pup" "07 49 01.6737" "-24 54 44.089" "" "" "" "" "" "" "" "" 5.313000202178955 16.189 0
"* k01 Vel" "09 14 57.1711" "-37 36 08.745" "" "" "" "" "" "" "" "" 5.849999904632568 5.188 0
"* nu. Cen" "13 49 30.2764" "-41 41 15.752" "" "" "" "" "" "" "" "" 3.385999917984009 7.470 0
"HD 126504" "14 27 12.1541" "-46 08 03.097" "" "" "" "" "" "" "" "" 5.810999870300293 20.607 0
"HD  53510" "07 05 39.0254" "+09 11 08.846" "" "" "" "" "" "" "" "" 5.78000020980835 4.675 0
"HD 171245" "18 32 46.1547" "+23 37 00.469" "" "" "" "" "" "" "" "" 5.840000152587891 4.139 0
"* kap01 Vol" "08 19 48.9642" "-71 30 53.671" "" "" "" "" "" "" "" "" 5.317999839782715 7.398 0
"* iot And" "23 38 08.2012" "+43 16 05.064" "" "" "" "" "" "" "" "" 4.289999961853027 6.530 0
"HD  11031" "01 49 15.5429" "+47 53 48.922" "" "" "" "" "" "" "" "" 5.820000171661377 7.840 0
"HD 124367" "14 14 57.1383" "-57 05 10.049" "" "" "" "" "" "" "" "" 5.070000171661377 7.604 0
"* zet01 Aqr" "22 28 49.8864" "-00 01 13.961" "" "" "" "" "" "" "" "" 4.489999771118164 34.453 0
"*   3 PsA" "21 13 17.3273" "-27 37 09.710" "" "" "" "" "" "" "" "" 5.388000011444092 8.073 0
"*  77 Aqr" "22 54 45.4698" "-16 16 19.046" "" "" "" "" "" "" "" "" 5.559999942779541 24.137 0
"HD  75629" "08 50 02.2316" "-29 27 46.797" "" "" "" "" "" "" "" "" 5.867000102996826 4.740 0
"* kap Phe" "00 26 12.2013" "-43 40 47.390" "" "" "" "" "" "" "" "" 3.940000057220459 41.723 0
"* i Per" "02 22 21.4343" "+55 50 44.350" "" "" "" "" "" "" "" "" 5.170000076293945 0.785 0
"*  12 Lib" "14 54 20.1285" "-24 38 31.935" "" "" "" "" "" "" "" "" 5.265999794006348 8.190 0
"* zet Per" "03 54 07.9224" "+31 53 01.081" "" "" "" "" "" "" "" "" 2.8499999046325684 4.340 0
"* o Leo" "11 55 40.5327" "+15 38 48.549" "" "" "" "" "" "" "" "" 5.521999835968018 7.756 0
"HD  82660" "09 32 55.7744" "-13 31 00.495" "" "" "" "" "" "" "" "" 5.936999797821045 4.199 0
"V* V923 Sco" "17 03 50.9415" "-38 09 09.259" "" "" "" "" "" "" "" "" 5.9019999504089355 16.165 0
"* b Ori" "05 42 28.6322" "+01 28 28.665" "" "" "" "" "" "" "" "" 4.900000095367432 10.674 0
"*  49 And" "01 30 06.1015" "+47 00 26.181" "" 15100000.00 "" km 459000.00 BV BrighCol 2013A&A...554A..84M 5.261000156402588 9.795 0
"HD 125442" "14 20 42.5816" "-45 11 13.407" "" "" "" "" "" "" "" "" 4.769999980926514 21.460 0
"HD  70556" "08 21 21.0444" "-36 29 03.036" "" "" "" "" "" "" "" "" 5.176000118255615 2.349 0
"* i Sco" "16 30 12.4751" "-25 06 54.804" "" "" "" "" "" "" "" "" 4.789999961853027 7.890 0
"*  15 And" "23 34 37.5368" "+40 14 11.182" "" "" "" "" "" "" "" "" 5.563000202178955 13.046 0
"HD 147365" "16 19 55.1422" "+39 42 30.900" "" "" "" "" "" "" "" "" 5.480000019073486 37.040 0
"* ups02 Pup" "07 18 38.1853" "-36 44 33.854" "" "" "" "" "" "" "" "" 5.110000133514404 2.992 0
"* alf Aur" "05 16 41.3587" "+45 59 52.769" "" "" "" "" "" "" "" "" 0.07999999821186066 76.200 0
"HD 120047" "13 46 13.5455" "+41 05 19.480" "" "" "" "" "" "" "" "" 5.876999855041504 19.218 0
"* tau01 Lup" "14 26 08.2242" "-45 13 17.131" "" "" "" "" "" "" "" "" 4.552999973297119 2.990 0
"HD 184010" "19 31 21.6214" "+26 37 01.817" "" 7380000.00 "" km 209000.00 BV BrighCol 2013A&A...554A..84M 5.89300012588501 16.294 0
"HD 208108" "21 53 37.3886" "+19 40 06.479" "" "" "" "" "" "" "" "" 5.676000118255615 15.146 0
"HD  73072" "08 35 28.7010" "-26 50 36.556" "" "" "" "" "" "" "" "" 5.943999767303467 4.834 0
"HD  23719" "03 45 15.8761" "-47 21 34.111" "" 13800000.00 "" km "" "" "" 2011A&A...536A..71J 5.708000183105469 8.374 0
"*  63 Ori" "06 04 58.1829" "+05 25 11.881" "" "" "" "" "" "" "" "" 5.6579999923706055 3.647 0
"* mu. Ori A" "06 02 22.9967" "+09 38 50.237" "" "" "" "" "" "" "" "" 4.300000190734863 "" 0
"* lam Cas B" "00 31 46.3122" "+54 31 19.899" "" "" "" "" "" "" "" "" 5.630000114440918 "" 0
"HD 118889" "13 39 34.6161" "+10 44 46.582" "" "" "" "" "" "" "" "" 5.579999923706055 16.670 0
"*  87 Vir" "13 47 25.3912" "-17 51 35.418" "" "" "" "" "" "" "" "" 5.429999828338623 5.146 0
"HD 104933" "12 04 57.2145" "-60 58 05.711" "" "" "" "" "" "" "" "" 5.960000038146973 4.346 0
"HD   6211" "01 04 02.3905" "+52 30 07.782" "" "" "" "" "" "" "" "" 5.9770002365112305 5.035 0
"HD  99322" "11 25 29.4535" "-36 03 47.022" "" "" "" "" "" "" "" "" 5.218999862670898 12.436 0
"HD 192685" "20 15 15.8954" "+25 35 31.054" "" "" "" "" "" "" "" "" 4.752999782562256 3.290 0
"V* V2105 Oph" "16 27 43.4570" "-07 35 52.544" "" "" "" "" "" "" "" "" 5.230000019073486 5.841 0
"HD  29526" "04 41 24.1285" "+48 18 03.165" "" "" "" "" "" "" "" "" 5.6519999504089355 10.046 0
"* alf Ant" "10 27 09.1006" "-31 04 04.004" "" "" "" "" "" "" "" "" 4.25 8.907 0
"HD 156942" "17 24 18.7964" "-60 40 25.670" "" "" "" "" "" "" "" "" 5.754000186920166 3.322 0
"*  10 Pup" "07 52 18.8789" "-14 50 46.240" "" "" "" "" "" "" "" "" 5.689000129699707 1.469 0
"* b02 Per" "04 20 11.5125" "+50 55 15.365" "" "" "" "" "" "" "" "" 5.545000076293945 2.165 0
"HD 209522" "22 04 36.7663" "-26 49 20.495" "" "" "" "" "" "" "" "" 5.953000068664551 3.203 0
"*  21 Sgr" "18 25 21.0394" "-20 32 30.022" "" "" "" "" "" "" "" "" 4.860000133514404 6.783 0
"*  19 Ari" "02 13 03.3041" "+15 16 47.507" "" "" "" "" "" "" "" "" 5.699999809265137 5.566 0
"*   3 Boo" "13 46 43.3233" "+25 42 08.054" "" "" "" "" "" "" "" "" 5.965000152587891 10.542 0
"*  27 Psc" "23 58 40.3770" "-03 33 21.537" "" "" "" "" "" "" "" "" 4.886000156402588 13.910 0
"*  62 UMa" "11 41 34.2564" "+31 44 45.775" "" "" "" "" "" "" "" "" 5.75 23.830 0
"*  80 Peg" "23 51 21.2500" "+09 18 48.083" "" "" "" "" "" "" "" "" 5.78000020980835 3.807 0
"* c Tau" "04 38 09.4618" "+12 30 39.013" "" "" "" "" "" "" "" "" 4.269999980926514 22.031 0
"* phi01 Cnc" "08 26 27.7060" "+27 53 36.890" "" "" "" "" "" "" "" "" 5.570000171661377 7.557 0
"* nu. Peg" "22 05 40.7509" "+05 03 30.708" "" "" "" "" "" "" "" "" 4.840000152587891 12.438 0
"HD 192787" "20 15 23.7687" "+33 43 44.709" "" 12800000.00 "" km 404000.00 BV BrighCol 2013A&A...554A..84M 5.697999954223633 10.982 0
"* ome Cnc" "08 00 55.8729" "+25 23 34.214" "" "" "" "" "" "" "" "" 5.853000164031982 5.308 0
"* omi02 Ori" "04 56 22.2759" "+13 30 52.087" "" "" "" "" "" "" "" "" 4.059999942779541 18.090 0
"HD  47500" "06 37 13.8350" "-36 59 26.344" "" "" "" "" "" "" "" "" 5.7170000076293945 2.850 0
"* rho Cen" "12 11 39.1197" "-52 22 06.384" "" "" "" "" "" "" "" "" 3.9600000381469727 12.469 0
"* g Vir" "13 08 32.4661" "-08 59 03.776" "" "" "" "" "" "" "" "" 5.564000129699707 9.203 0
"* a Pup" "07 52 13.0318" "-40 34 32.814" "" "" "" "" "" "" "" "" 3.696000099182129 8.984 0
"* c Oph" "17 31 24.9541" "-23 57 45.513" "" "" "" "" "" "" "" "" 4.809999942779541 8.040 0
"HD 141653" "15 46 40.0063" "+62 35 58.403" "" "" "" "" "" "" "" "" 5.193999767303467 11.386 0
"* pi. Lup" "15 05 07.2349" "-47 03 03.828" "" "" "" "" "" "" "" "" 3.890000104904175 6.860 0
"HD 189695" "20 00 58.9762" "+08 33 27.850" "" "" "" "" "" "" "" "" 5.909999847412109 4.988 0
"* gam Cet A" "02 43 18.0411" "+03 14 08.966" "" "" "" "" "" "" "" "" 3.5399999618530273 43.596 0
"*  14 Peg" "21 49 50.6943" "+30 10 27.164" "" "" "" "" "" "" "" "" 5.068999767303467 12.362 0
"* eta Hor" "02 37 24.3486" "-52 32 35.192" "" "" "" "" "" "" "" "" 5.293000221252441 25.207 0
"*   4 Her" "15 55 30.5919" "+42 33 58.291" "" "" "" "" "" "" "" "" 5.75 6.043 0
"HD  50763" "06 56 56.0497" "+46 42 19.266" "" "" "" "" "" "" "" "" 5.876999855041504 9.556 0
"* 126 Tau" "05 41 17.7176" "+16 32 02.925" "" "" "" "" "" "" "" "" 4.835999965667725 5.130 0
"* mu. Vir" "14 43 03.6228" "-05 39 29.532" "" "" "" "" "" "" "" "" 3.880000114440918 54.730 0
"HD  78668" "09 09 11.5144" "-12 21 27.740" "" "" "" "" "" "" "" "" 5.769000053405762 8.130 0
"HD  94481" "10 54 17.7770" "-13 45 28.935" "" "" "" "" "" "" "" "" 5.651000022888184 6.429 0
"HD  30562" "04 48 36.3850" "-05 40 26.557" "" 2160000.00 "" km 41700.00 "" "" 2016A&A...585A...5B 5.769999980926514 38.249 0
"HD  46487" "06 33 37.9213" "-01 13 12.553" "" "" "" "" "" "" "" "" 5.078999996185303 5.698 0
"* chi Peg" "00 14 36.1642" "+20 12 24.130" "" "" "" "" "" "" "" "" 4.800000190734863 9.405 0
"*  72 Oph" "18 07 20.9839" "+09 33 49.850" "" "" "" "" "" "" "" "" 3.7300000190734863 37.550 0
"*   2 Lyn" "06 19 37.3845" "+59 00 39.468" "" "" "" "" "" "" "" "" 4.434000015258789 20.830 0
"HD  53921A" "07 03 15.0980" "-59 10 41.177" "" "" "" "" "" "" "" "" 5.849999904632568 6.865 0
"*  12 Per" "02 42 14.9145" "+40 11 38.221" "" "" "" "" "" "" "" "" 4.920000076293945 41.796 0
"HD 182286" "19 25 04.0424" "-29 18 33.687" "" "" "" "" "" "" "" "" 5.929999828338623 10.787 0
"HD  77020" "08 57 55.5587" "-48 34 22.473" "" "" "" "" "" "" "" "" 5.875999927520752 3.687 0
"HD   2696" "00 30 22.6550" "-23 47 15.653" "" "" "" "" "" "" "" "" 5.190000057220459 18.535 0
"*  40 Cam" "06 15 40.5367" "+59 59 56.272" "" "" "" "" "" "" "" "" 5.35099983215332 4.914 0
"* b Pup" "07 52 38.6466" "-38 51 46.130" "" "" "" "" "" "" "" "" 4.473999977111816 5.030 0
"*  37 Her" "16 40 38.6871" "+04 13 11.243" "" 1550000.00 "" km "" "" "" 2007ApJ...660.1556R 5.761000156402588 9.868 0
"* chi Cap" "21 08 33.6250" "-21 11 37.214" "" "" "" "" "" "" "" "" 5.315999984741211 16.745 0
"HD  56169" "07 18 31.9772" "+49 27 53.120" "" "" "" "" "" "" "" "" 5.050000190734863 8.460 0
"HD 138505" "15 34 01.7077" "-40 03 59.158" "" "" "" "" "" "" "" "" 5.820000171661377 3.288 0
"HD  32515" "05 02 22.8044" "-31 46 16.802" "" "" "" "" "" "" "" "" 5.9029998779296875 10.058 0
"* alf Gru" "22 08 13.9847" "-46 57 39.507" "" "" "" "" "" "" "" "" 1.7100000381469727 32.290 0
"*  27 Sco" "16 57 11.1748" "-33 15 34.172" "" "" "" "" "" "" "" "" 5.489999771118164 5.236 0
"HD  25291" "04 04 27.1629" "+59 09 19.832" "" "" "" "" "" "" "" "" 5.119999885559082 1.556 0
"* nu.02 Lup" "15 21 48.1499" "-48 19 03.469" "" "" "" "" "" "" "" "" 5.650000095367432 67.847 0
"HD   2774" "00 31 41.1571" "+52 50 22.301" "" "" "" "" "" "" "" "" 5.5960001945495605 9.692 0
"* rho Per" "03 05 10.5938" "+38 50 24.994" "" "" "" "" "" "" "" "" 3.390000104904175 10.600 0
"V* V913 Sco" "15 58 34.8665" "-24 49 53.361" "" 4200000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.429999828338623 7.005 0
"* ups PsA" "22 08 25.9313" "-34 02 37.824" "" "" "" "" "" "" "" "" 4.989999771118164 7.690 0
"*  27 Cnc" "08 26 43.9391" "+12 39 16.592" "" "" "" "" "" "" "" "" 5.5 3.558 0
"*  57 Aql A" "19 54 37.6524" "-08 13 38.241" "" "" "" "" "" "" "" "" 5.710000038146973 7.245 0
"* ksi Sco B" "16 04 22.1287" "-11 22 22.672" "" "" "" "" "" "" "" "" 4.869999885559082 36.117 0
"* phi02 Lup" "15 23 09.3500" "-36 51 30.552" "" "" "" "" "" "" "" "" 4.539999961853027 6.280 0
"V* HQ CMa" "07 20 54.9153" "-26 57 49.812" "" "" "" "" "" "" "" "" 5.986000061035156 1.539 0
"* pi.02 Gru" "22 23 07.9870" "-45 55 42.558" "" "" "" "" "" "" "" "" 5.619999885559082 25.214 0
"* chi And" "01 39 20.9885" "+44 23 10.229" "" 13400000.00 "" km 626000.00 BV BrighCol 2013A&A...554A..84M 5.007999897003174 12.359 0
"*   4 Vir" "11 47 54.8953" "+08 14 45.213" "" "" "" "" "" "" "" "" 5.315999984741211 16.440 0
"HD 208737" "21 59 17.9119" "-38 23 42.342" "" 22700000.00 "" km "" "" "" 2011A&A...536A..71J 5.494999885559082 6.676 0
"* eps Ori" "05 36 12.8133" "-01 12 06.908" "" "" "" "" "" "" "" "" 1.690000057220459 1.650 0
"HD  41759" "06 05 27.1785" "-35 30 49.129" "" "" "" "" "" "" "" "" 5.795000076293945 11.688 0
"* eps Nor" "16 27 11.0361" "-47 33 17.222" "" "" "" "" "" "" "" "" 4.520999908447266 6.150 0
"* alf Cnc" "08 58 29.2042" "+11 51 27.649" "" "" "" "" "" "" "" "" 4.249000072479248 18.330 0
"* iot Car" "09 17 05.4068" "-59 16 30.835" "" "" "" "" "" "" "" "" 2.259999990463257 4.260 0
"HD  24706" "03 53 33.3431" "-46 53 37.265" "" "" "" "" "" "" "" "" 5.921000003814697 9.118 0
"*  64 Ari" "03 24 18.4777" "+24 43 26.744" "" "" "" "" "" "" "" "" 5.502999782562256 14.991 0
"HD  20084" "03 32 20.1347" "+84 54 39.764" "" "" "" "" "" "" "" "" 5.609000205993652 8.791 0
"HD 201834" "21 10 15.5733" "+53 33 47.162" "" "" "" "" "" "" "" "" 5.747000217437744 7.135 0
"HD  46769" "06 35 15.8285" "+00 53 24.785" "" "" "" "" "" "" "" "" 5.860000133514404 1.302 0
"* bet Sct" "18 47 10.4742" "-04 44 52.342" "" "" "" "" "" "" "" "" 4.21999979019165 4.855 0
"HD 169830" "18 27 49.4849" "-29 49 00.700" "" 2550000.00 "" km 13900.00 "" "" 2016A&A...585A...5B 5.9019999504089355 27.146 0
"* pi. Eri" "03 46 08.5352" "-12 06 05.718" "" "" "" "" "" "" "" "" 4.420000076293945 6.394 0
"* K Cen" "13 29 25.2542" "-51 09 54.473" "" "" "" "" "" "" "" "" 5.03000020980835 7.120 0
"*  16 Ser" "15 36 29.5738" "+10 00 36.529" "" "" "" "" "" "" "" "" 5.252999782562256 14.309 0
"HD  90957" "10 29 28.9730" "-29 39 49.799" "" "" "" "" "" "" "" "" 5.565000057220459 8.774 0
"HD  41547" "06 05 27.0321" "-10 14 33.342" "" "" "" "" "" "" "" "" 5.874000072479248 18.079 0
"* lam Pyx" "09 23 12.2502" "-28 50 01.900" "" "" "" "" "" "" "" "" 4.679999828338623 17.073 0
"HD 186957A" "19 50 44.8009" "-59 11 37.201" "" "" "" "" "" "" "" "" 5.610000133514404 "" 0
"HD 127971" "14 35 31.4790" "-41 31 02.792" "" "" "" "" "" "" "" "" 5.869999885559082 9.231 0
"* mu. Dra B" "17 05 20.2106" "+54 28 14.275" "" "" "" "" "" "" "" "" 5.690000057220459 36.790 0
"*  27 Mon" "07 59 44.1530" "-03 40 46.508" "" "" "" "" "" "" "" "" 4.934000015258789 10.364 0
"HD  28204" "04 33 30.6800" "+72 31 42.980" "" "" "" "" "" "" "" "" 5.927999973297119 9.860 0
"* zet And" "00 47 20.3254" "+24 16 01.840" "" 11100000.00 "" km "" V "" 2009A&ARv..17..251S 4.059999942779541 17.240 0
"* gam Mic" "21 01 17.4604" "-32 15 27.957" "" "" "" "" "" "" "" "" 4.6539998054504395 14.240 0
"HD 120819" "13 51 09.2157" "+34 39 51.833" "" "" "" "" "" "" "" "" 5.869999885559082 4.097 0
"* ups02 Cen" "14 01 43.5069" "-45 36 12.274" "" "" "" "" "" "" "" "" 4.329999923706055 4.906 0
"* eps Men" "07 25 38.0987" "-79 05 39.087" "" "" "" "" "" "" "" "" 5.521999835968018 7.187 0
"*  47 Aqr" "22 21 35.5681" "-21 35 53.628" "" 10900000.00 "" km "" "" "" 2011A&A...536A..71J 5.124000072479248 17.348 0
"*  24 Eri" "03 44 30.5105" "-01 09 47.127" "" "" "" "" "" "" "" "" 5.25 4.603 0
"HD  61294" "07 40 14.6930" "+38 20 40.347" "" "" "" "" "" "" "" "" 5.730000019073486 3.240 0
"*  59 Dra" "19 09 09.8814" "+76 33 37.813" "" "" "" "" "" "" "" "" 5.10699987411499 36.536 0
"* n Her" "16 32 35.6854" "+05 31 16.391" "" "" "" "" "" "" "" "" 5.630000114440918 8.552 0
"* k Per" "03 05 32.4115" "+56 42 20.587" "" "" "" "" "" "" "" "" 4.765999794006348 15.190 0
"HD 135160" "15 16 36.6922" "-60 54 14.378" "" "" "" "" "" "" "" "" 5.730000019073486 1.940 0
"* zet Hya" "08 55 23.6261" "+05 56 44.035" "" "" "" "" "" "" "" "" 3.0999999046325684 19.510 0
"* D Cen" "12 14 02.6974" "-45 43 26.098" "" "" "" "" "" "" "" "" 5.309999942779541 5.710 0
"* 120 Phe" "01 46 05.9653" "-50 48 58.516" "" "" "" "" "" "" "" "" 5.489999771118164 4.730 0
"* iot Peg" "22 07 00.6655" "+25 20 42.356" "" 1.19 "" mas 0.01 "" Interfer 2009ApJ...694.1085V 3.7699999809265137 84.005 0
"HD 148513" "16 28 33.9807" "+00 39 54.001" "" "" "" "" "" "" "" "" 5.389999866485596 7.456 0
"HD  99264" "11 24 11.1271" "-72 15 23.789" "" "" "" "" "" "" "" "" 5.583000183105469 4.196 0
"HD  83489" "09 42 14.8212" "+69 14 15.121" "" "" "" "" "" "" "" "" 5.7170000076293945 7.136 0
"* lam Ara" "17 40 23.8255" "-49 24 56.099" "" "" "" "" "" "" "" "" 4.769999980926514 47.705 0
"HD  24357" "03 53 10.0461" "+17 19 37.507" "" "" "" "" "" "" "" "" 5.946000099182129 23.194 0
"* mu. Vel B" "10 46 46.3450" "-49 25 11.622" "" "" "" "" "" "" "" "" 5.579999923706055 "" 0
"V* X TrA" "15 14 19.1755" "-70 04 46.113" "" "" "" "" "" "" "" "" 5.809999942779541 2.859 0
"HR  6100" "16 24 31.7543" "-37 33 57.760" "" "" "" "" "" "" "" "" 5.414000034332275 7.654 0
"* kap02 Aps" "15 40 21.3550" "-73 26 48.001" "" "" "" "" "" "" "" "" 5.650000095367432 4.558 0
"* zet01 Mus" "12 22 12.0289" "-68 18 26.409" "" "" "" "" "" "" "" "" 5.7230000495910645 9.123 0
"HD 105382" "12 08 05.2222" "-50 39 40.575" "" 4660000.00 "" km "" V Interfer 2014MNRAS.443.1629S 4.46999979019165 9.186 0
"* ksi Psc" "01 53 33.3369" "+03 11 15.117" "" "" "" "" "" "" "" "" 4.604000091552734 16.664 0
"HD  22764" "03 42 42.7369" "+59 58 09.802" "" "" "" "" "" "" "" "" 5.78000020980835 1.843 0
"* tet Scl" "00 11 44.0210" "-35 07 59.212" "" "" "" "" "" "" "" "" 5.238999843597412 46.042 0
"HD  30210" "04 46 01.7404" "+11 42 20.112" "" "" "" "" "" "" "" "" 5.3460001945495605 15.423 0
"* f Per" "04 14 53.3324" "+40 29 01.105" "" "" "" "" "" "" "" "" 4.690999984741211 4.197 0
