MAIN_ID RA DEC TYPED_ID Diameter_diameter Diameter_Q Diameter_unit Diameter_error Diameter_filter Diameter_method Diameter_bibcode FLUX_V PLX_VALUE SCRIPT_NUMBER_ID
"HD  56813" "07 16 15.4731" "-46 46 28.319" "" "" "" "" "" "" "" "" 5.622000217437744 4.150 0
"*  24 Psc" "23 52 55.5631" "-03 09 19.733" "" "" "" "" "" "" "" "" 5.940000057220459 6.141 0
"*  64 Peg" "23 21 54.9355" "+31 48 44.875" "" "" "" "" "" "" "" "" 5.3480000495910645 4.761 0
"* G Sco" "17 49 51.4808" "-37 02 35.794" "" "" "" "" "" "" "" "" 3.2100000381469727 24.734 0
"HD  26311" "04 10 59.0241" "+33 35 12.402" "" "" "" "" "" "" "" "" 5.739999771118164 4.121 0
"*  65 Psc" "00 49 53.1670" "+27 42 37.032" "" "" "" "" "" "" "" "" 5.570000171661377 11.290 0
"* c Aql" "19 29 00.9869" "+01 57 01.616" "" "" "" "" "" "" "" "" 5.7829999923706055 16.565 0
"* bet Oct" "22 46 03.5109" "-81 22 53.811" "" "" "" "" "" "" "" "" 4.127999782562256 21.850 0
"* ksi UMa B" "11 18 10.8360" "+31 31 44.821" "" "" "" "" "" "" "" "" 4.769999980926514 114.487 0
"HD 105521" "12 08 54.5892" "-41 13 53.771" "" "" "" "" "" "" "" "" 5.498000144958496 1.793 0
"* pi.01 Dor" "06 22 38.2757" "-69 59 02.560" "" "" "" "" "" "" "" "" 5.541999816894531 4.961 0
"V* UY Lyn" "07 13 23.3996" "+51 25 43.481" "" "" "" "" "" "" "" "" 5.5 4.489 0
"* lam Col" "05 53 06.8816" "-33 48 04.907" "" "" "" "" "" "" "" "" 4.869999885559082 9.466 0
"HD  87427" "10 04 20.9413" "-24 17 07.945" "" "" "" "" "" "" "" "" 5.701000213623047 14.587 0
"HD 143346" "16 05 55.8192" "-72 24 03.242" "" 15600000.00 "" km "" "" "" 2011A&A...536A..71J 5.684999942779541 11.386 0
"HD  12139" "01 59 35.6835" "+21 03 30.847" "" "" "" "" "" "" "" "" 5.892000198364258 9.384 0
"* eta02 Hyi" "01 54 56.1314" "-67 38 50.291" "" 15600000.00 "" km 139000.00 "" "" 2016A&A...585A...5B 4.684999942779541 14.744 0
"HD 132604" "15 01 13.0968" "-38 03 30.231" "" "" "" "" "" "" "" "" 5.86899995803833 7.624 0
"*  93 Cet" "03 02 22.5179" "+04 21 10.390" "" "" "" "" "" "" "" "" 5.60699987411499 7.338 0
"HD   4628" "00 48 22.9759" "+05 16 50.209" "" 0.91 "" mas 0.01 "" Interfer 2009ApJ...694.1085V 5.739999771118164 134.495 0
"* J Cen" "13 22 37.9331" "-60 59 18.170" "" "" "" "" "" "" "" "" 4.508999824523926 8.882 0
"HD 169110" "18 22 08.7005" "+23 17 06.628" "" "" "" "" "" "" "" "" 5.409999847412109 5.452 0
"* bet Pic" "05 47 17.0876" "-51 03 59.441" "" 954000.00 "" km "" "" "" 2007ApJ...660.1556R 3.859999895095825 51.440 0
"*  32 Eri" "03 54 17.5018" "-02 57 17.043" "" "" "" "" "" "" "" "" 4.449999809265137 10.420 0
"* lam Aur" "05 19 08.4754" "+40 05 56.585" "" "" "" "" "" "" "" "" 4.710000038146973 79.602 0
"*  16 Vel" "08 13 34.2467" "-50 11 45.870" "" "" "" "" "" "" "" "" 5.513999938964844 4.100 0
"HD  69830" "08 18 23.9469" "-12 37 55.817" "" 1220000.00 "" km 27800.00 "" "" 2016A&A...585A...5B 5.949999809265137 79.495 0
"*  64 And" "02 24 24.9159" "+50 00 23.555" "" "" "" "" "" "" "" "" 5.190000057220459 8.068 0
"* tet02 Tau" "04 28 39.7416" "+15 52 15.148" "" "" "" "" "" "" "" "" 3.4100000858306885 21.812 0
"*  20 Com" "12 29 43.2400" "+20 53 45.989" "" "" "" "" "" "" "" "" 5.678999900817871 12.061 0
"V* EK Boo" "14 46 05.9426" "+15 07 54.411" "" "" "" "" "" "" "" "" 5.630000114440918 5.108 0
"HD 161814" "17 51 35.4716" "-60 09 50.604" "" "" "" "" "" "" "" "" 5.77400016784668 8.906 0
"[SC96] Mis  177" "16 53.6" "-42 05" "" "" "" "" "" "" "" "" 5.940000057220459 "" 0
"HD 194193" "20 22 45.2956" "+41 01 33.645" "" "" "" "" "" "" "" "" 5.929999828338623 3.310 0
"HD 156384" "17 18 57.1648" "-34 59 23.141" "" "" "" "" "" "" "" "" 5.889999866485596 146.290 0
"* tet Aps" "14 05 19.8778" "-76 47 48.320" "" "" "" "" "" "" "" "" 5.5 8.840 0
"* sig Ori" "05 38 44.7653" "-02 36 00.283" "" "" "" "" "" "" "" "" 3.7899999618530273 3.040 0
"HD 158614A" "17 30 23.7998" "-01 03 46.877" "" "" "" "" "" "" "" "" 5.980999946594238 60.713 0
"*  25 Mon" "07 37 16.6910" "-04 06 39.533" "" "" "" "" "" "" "" "" 5.13100004196167 15.797 0
"* iot Aqr" "22 06 26.2274" "-13 52 10.861" "" "" "" "" "" "" "" "" 4.269999980926514 18.620 0
"* zet CMi" "07 51 41.9887" "+01 46 00.726" "" "" "" "" "" "" "" "" 5.159999847412109 4.002 0
"V* CU Vir" "14 12 15.8054" "+02 24 33.953" "" 2740000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.019999980926514 12.630 0
"* tau Oph" "18 03 04.9199" "-08 10 49.258" "" "" "" "" "" "" "" "" 4.789999961853027 19.480 0
"HD 138852" "15 30 55.7637" "+64 12 31.295" "" "" "" "" "" "" "" "" 5.73799991607666 9.775 0
"V* PW Tel" "19 33 21.6223" "-45 16 18.394" "" 5020000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.583000183105469 8.253 0
"V* VV Ori" "05 33 31.4464" "-01 09 21.859" "" "" "" "" "" "" "" "" 5.340000152587891 2.265 0
"Cl Melotte   20   772" "03 27 58.9118" "+49 01 10.301" "" "" "" "" "" "" "" "" 4.988999843597412 0.456 0
"*  40 Cas" "01 38 30.9179" "+73 02 24.137" "" "" "" "" "" "" "" "" 5.281000137329102 7.077 0
"HD   3823" "00 40 25.6698" "-59 27 16.566" "" "" "" "" "" "" "" "" 5.900000095367432 39.591 0
"HD 167818" "18 18 03.1913" "-27 02 33.514" "" "" "" "" "" "" "" "" 4.626999855041504 4.280 0
"* V Pup" "06 38 37.6357" "-48 13 12.661" "" "" "" "" "" "" "" "" 5.03000020980835 6.655 0
"* alf Vol" "09 02 26.7959" "-66 23 45.872" "" "" "" "" "" "" "" "" 3.990000009536743 26.110 0
"* iot Sgr" "19 55 15.6969" "-41 52 05.838" "" "" "" "" "" "" "" "" 4.130000114440918 17.940 0
"* nu.01 Boo" "15 30 55.7595" "+40 49 58.974" "" "" "" "" "" "" "" "" 5.026000022888184 3.349 0
"HD  56618" "07 16 34.9928" "-27 52 52.244" "" "" "" "" "" "" "" "" 4.639999866485596 7.623 0
"* gam Lup A" "15 35 08.4387" "-41 10 00.451" "" "" "" "" "" "" "" "" 3.4800000190734863 "" 0
"* p Pup" "07 35 22.8916" "-28 22 09.605" "" "" "" "" "" "" "" "" 4.630000114440918 13.618 0
"* nu. Cet" "02 35 52.4733" "+05 35 35.689" "" "" "" "" "" "" "" "" 4.870999813079834 9.590 0
"HD 151804" "16 51 33.7218" "-41 13 49.919" "" "" "" "" "" "" "" "" 5.21999979019165 0.489 0
"*  60 Ori" "05 58 49.5747" "+00 33 10.736" "" "" "" "" "" "" "" "" 5.199999809265137 6.010 0
"* e Cyg" "20 01 21.5633" "+50 06 16.895" "" "" "" "" "" "" "" "" 5.047999858856201 7.209 0
"HD  85841" "09 58 22.7449" "+72 52 46.098" "" "" "" "" "" "" "" "" 5.835000038146973 9.331 0
"* l Eri A" "04 38 10.8250" "-14 18 14.339" "" "" "" "" "" "" "" "" 3.890000104904175 "" 0
"HD   1606" "00 20 24.4013" "+30 56 08.209" "" "" "" "" "" "" "" "" 5.86899995803833 5.902 0
"* ups CrB" "16 16 44.7870" "+29 09 00.938" "" "" "" "" "" "" "" "" 5.7789998054504395 5.299 0
"* bet01 Sco" "16 05 26.2319" "-19 48 19.630" "" "" "" "" "" "" "" "" 2.619999885559082 8.070 0
"* rho Cyg" "21 33 58.8530" "+45 35 30.620" "" "" "" "" "" "" "" "" 4.019999980926514 25.936 0
"* sig Cyg" "21 17 24.9524" "+39 23 40.852" "" "" "" "" "" "" "" "" 4.239999771118164 1.130 0
"* eta Men" "04 55 11.2020" "-74 56 12.671" "" "" "" "" "" "" "" "" 5.448999881744385 4.958 0
"HD  26356" "04 28 13.2676" "+83 48 28.034" "" "" "" "" "" "" "" "" 5.506999969482422 4.581 0
"HD  43544" "06 16 07.6914" "-16 37 04.823" "" "" "" "" "" "" "" "" 5.909999847412109 3.231 0
"HD   2626" "00 30 19.9344" "+59 58 39.189" "" "" "" "" "" "" "" "" 5.940000057220459 3.202 0
"HD  84607" "09 46 23.6104" "+01 47 08.116" "" "" "" "" "" "" "" "" 5.639999866485596 13.051 0
"* 134 Tau" "05 49 32.9297" "+12 39 04.758" "" "" "" "" "" "" "" "" 4.875 13.110 0
"* nu.02 CrB" "16 22 29.2183" "+33 42 12.524" "" "" "" "" "" "" "" "" 5.389999866485596 5.716 0
"* Q Cen A" "13 41 44.7704" "-54 33 33.934" "" "" "" "" "" "" "" "" 5.2170000076293945 11.281 0
"HD  70442" "08 21 21.2238" "-20 04 44.626" "" "" "" "" "" "" "" "" 5.572000026702881 4.867 0
"* h Vel" "08 49 39.1589" "-40 19 12.567" "" "" "" "" "" "" "" "" 5.465000152587891 2.671 0
"* ksi Cep A" "22 03 47.4397" "+64 37 40.696" "" "" "" "" "" "" "" "" 4.449999809265137 32.120 0
"HD  85980" "09 54 17.6550" "-45 17 00.647" "" "" "" "" "" "" "" "" 5.809999942779541 2.871 0
"* bet UMi" "14 50 42.3258" "+74 09 19.814" "" "" "" "" "" "" "" "" 2.0799999237060547 24.910 0
"* iot Vol" "06 51 26.9851" "-70 57 48.277" "" "" "" "" "" "" "" "" 5.394999980926514 5.608 0
"*  59 Per" "04 42 54.3364" "+43 21 54.432" "" "" "" "" "" "" "" "" 5.297999858856201 14.092 0
"* alf CrB" "15 34 41.2680" "+26 42 52.894" "" 6.00 "" km "" "" "" 2007ApJ...660.1556R 2.240000009536743 43.460 0
"HD 159463" "17 37 27.3117" "-50 03 34.922" "" 16200000.00 "" km "" "" "" 2011A&A...536A..71J 5.877999782562256 10.072 0
"HD  28527" "04 30 33.6326" "+16 11 38.449" "" "" "" "" "" "" "" "" 4.763999938964844 22.188 0
"HD   8651" "01 24 40.7865" "-41 29 33.164" "" "" "" "" "" "" "" "" 5.416999816894531 12.433 0
"*  12 Oph" "16 36 21.4496" "-02 19 28.513" "" 0.87 "" mas 0.03 "" Interfer 2009ApJ...694.1085V 5.769999980926514 101.072 0
"HD  52609" "07 02 33.2872" "+16 40 28.002" "" "" "" "" "" "" "" "" 5.8480000495910645 1.902 0
"*  36 Lib" "15 34 37.3181" "-28 02 49.272" "" "" "" "" "" "" "" "" 5.138000011444092 9.385 0
"* q02 Eri" "01 46 06.2629" "-53 31 19.328" "" 1350000.00 "" km "" "" "" 2007ApJ...660.1556R 5.0329999923706055 16.058 0
"* iot Psc" "23 39 57.0413" "+05 37 34.647" "" 1.05 "" mas 0.01 "" Interfer 2009ApJ...694.1085V 4.119999885559082 72.920 0
"* tau01 Ser" "15 25 47.3973" "+15 25 40.930" "" "" "" "" "" "" "" "" 5.170000076293945 3.941 0
"*  20 Vul" "20 12 00.7015" "+26 28 43.703" "" "" "" "" "" "" "" "" 5.920000076293945 3.188 0
"HD  36134" "05 29 23.6846" "-03 26 47.015" "" "" "" "" "" "" "" "" 5.78000020980835 7.150 0
"V* GZ Vel" "10 19 36.7507" "-55 01 45.502" "" "" "" "" "" "" "" "" 4.543000221252441 1.760 0
"* zet Her B" "16 41 17.5855" "+31 36 07.314" "" "" "" "" "" "" "" "" 5.309999942779541 "" 0
"* psi Sgr" "19 15 32.4265" "-25 15 24.056" "" "" "" "" "" "" "" "" 4.860000133514404 10.930 0
"HD 182694" "19 23 56.5004" "+43 23 17.407" "" "" "" "" "" "" "" "" 5.853000164031982 7.423 0
"* del Cyg" "19 44 58.4785" "+45 07 50.916" "" "" "" "" "" "" "" "" 2.869999885559082 19.770 0
"* chi02 For" "03 27 33.4211" "-35 40 52.772" "" "" "" "" "" "" "" "" 5.702000141143799 6.856 0
"* bet Del" "20 37 32.9413" "+14 35 42.319" "" 2530000.00 "" km "" "" "" 2007ApJ...660.1556R 3.630000114440918 32.330 0
"HD  25457" "04 02 36.7442" "-00 16 08.119" "" 828000.00 "" km "" "" "" 2007ApJ...660.1556R 5.380000114440918 53.456 0
"HD 113847" "13 05 52.2672" "+45 16 06.788" "" "" "" "" "" "" "" "" 5.63700008392334 7.678 0
"* a Vel" "08 46 01.6439" "-46 02 29.504" "" "" "" "" "" "" "" "" 3.9100000858306885 1.760 0
"* gam01 Vol" "07 08 42.3702" "-70 29 49.526" "" "" "" "" "" "" "" "" 5.623000144958496 22.750 0
"* ksi01 Cen" "13 03 33.3051" "-49 31 38.148" "" "" "" "" "" "" "" "" 4.826000213623047 14.828 0
"*   5 Gem" "06 11 32.3055" "+24 25 12.911" "" "" "" "" "" "" "" "" 5.824999809265137 6.199 0
"V* IW Per" "03 33 35.0341" "+39 53 58.116" "" "" "" "" "" "" "" "" 5.776000022888184 17.711 0
"HD 198345" "20 47 49.2864" "+47 49 54.724" "" "" "" "" "" "" "" "" 5.585999965667725 5.798 0
"*   3 Hya" "08 35 28.1987" "-07 58 56.257" "" 2840000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.71999979019165 9.628 0
"HD  58215" "07 23 28.9926" "-27 50 03.461" "" "" "" "" "" "" "" "" 5.355999946594238 4.784 0
"* eta Ind" "20 44 02.3340" "-51 55 15.496" "" "" "" "" "" "" "" "" 4.494999885559082 41.370 0
"*   1 Cam A" "04 32 01.8407" "+53 54 39.015" "" "" "" "" "" "" "" "" 5.769999980926514 1.263 0
"NAME * 2 Cam AB" "04 39 58.0371" "+53 28 23.619" "" "" "" "" "" "" "" "" 5.559999942779541 "" 0
"*  25 Com" "12 36 58.3317" "+17 05 22.324" "" "" "" "" "" "" "" "" 5.659999847412109 5.776 0
"*  45 Ori" "05 35 39.4841" "-04 51 21.839" "" "" "" "" "" "" "" "" 5.234000205993652 8.766 0
"HD  29646" "04 41 19.7614" "+28 36 53.958" "" "" "" "" "" "" "" "" 5.729000091552734 10.312 0
"V* U Cyg" "20 19 36.5946" "+47 53 39.096" "" "" "" "" "" "" "" "" 5.900000095367432 1.299 0
"HD 152815" "16 54 55.1703" "+20 57 30.565" "" "" "" "" "" "" "" "" 5.38700008392334 11.164 0
"HD  47964" "06 41 05.4409" "+00 29 43.160" "" "" "" "" "" "" "" "" 5.764999866485596 2.929 0
"* ksi01 Lup" "15 56 53.4896" "-33 57 58.013" "" "" "" "" "" "" "" "" 5.079999923706055 15.023 0
"* iot Ret" "04 01 18.1510" "-61 04 43.762" "" "" "" "" "" "" "" "" 4.955999851226807 9.984 0
"* tau02 Hya" "09 31 58.9259" "-01 11 04.816" "" "" "" "" "" "" "" "" 4.547999858856201 5.512 0
"V* FL Ser" "15 12 04.2630" "+18 58 33.701" "" "" "" "" "" "" "" "" 5.889999866485596 4.510 0
"HD 163652" "17 58 55.6875" "-36 51 30.148" "" "" "" "" "" "" "" "" 5.736999988555908 8.991 0
"HD 205072" "21 24 49.5519" "+80 31 29.368" "" "" "" "" "" "" "" "" 5.965000152587891 8.549 0
"* rho Leo" "10 32 48.6716" "+09 18 23.709" "" "" "" "" "" "" "" "" 3.869999885559082 0.600 0
"HD  58535" "07 24 43.8541" "-31 48 32.057" "" "" "" "" "" "" "" "" 5.28000020980835 5.138 0
"* phi Aql" "19 56 14.2519" "+11 25 25.401" "" "" "" "" "" "" "" "" 5.2779998779296875 14.747 0
"* f UMa" "09 08 52.2576" "+51 36 16.732" "" "" "" "" "" "" "" "" 4.480000019073486 34.700 0
"*  12 Cas" "00 24 47.5054" "+61 49 51.808" "" "" "" "" "" "" "" "" 5.376999855041504 3.810 0
"* eps Scl A" "01 45 38.7670" "-25 03 09.412" "" "" "" "" "" "" "" "" 5.340000152587891 35.642 0
"HD   2767" "00 31 25.6378" "+33 34 53.891" "" "" "" "" "" "" "" "" 5.877999782562256 8.595 0
"HD  26464" "04 10 47.7634" "-08 49 11.335" "" 13700000.00 "" km "" "" "" 2011A&A...536A..71J 5.689000129699707 10.195 0
"V* OV Cep" "07 40 30.4903" "+87 01 12.378" "" "" "" "" "" "" "" "" 5.070000171661377 6.152 0
"* O Pup" "07 57 51.7191" "-45 34 39.608" "" "" "" "" "" "" "" "" 5.123000144958496 11.225 0
"* gam Com" "12 26 56.2720" "+28 16 06.321" "" "" "" "" "" "" "" "" 4.340000152587891 19.500 0
"* eps Aql" "18 59 37.3563" "+15 04 05.811" "" "" "" "" "" "" "" "" 4.019999980926514 18.182 0
"* gam Leo" "10 19 58.3505" "+19 50 29.346" "" "" "" "" "" "" "" "" 2.369999885559082 25.070 0
"HD 219139" "23 13 26.5044" "+11 03 54.015" "" "" "" "" "" "" "" "" 5.8520002365112305 9.443 0
"* phi01 Lup" "15 21 48.3696" "-36 15 40.952" "" "" "" "" "" "" "" "" 3.5460000038146973 11.860 0
"HD  51799" "06 56 15.9899" "-48 43 16.125" "" "" "" "" "" "" "" "" 4.949999809265137 3.790 0
"HD 196852" "20 38 59.5165" "+30 20 03.361" "" "" "" "" "" "" "" "" 5.672999858856201 8.835 0
"* zet04 Lib" "15 32 55.2212" "-16 51 10.241" "" "" "" "" "" "" "" "" 5.499000072479248 4.332 0
"*  24 Cap" "21 07 07.6673" "-25 00 21.079" "" "" "" "" "" "" "" "" 4.5 7.150 0
"* alf Dra" "14 04 23.3499" "+64 22 33.061" "" "" "" "" "" "" "" "" 3.680000066757202 10.760 0
"HD 143009" "15 59 30.2663" "-41 44 39.969" "" "" "" "" "" "" "" "" 4.984000205993652 7.480 0
"* tet Gru A" "23 06 52.7294" "-43 31 13.281" "" "" "" "" "" "" "" "" 4.400000095367432 25.209 0
"*  72 Cyg" "21 34 46.5868" "+38 32 02.640" "" "" "" "" "" "" "" "" 4.909999847412109 14.009 0
"HD   4293" "00 44 57.0525" "-42 40 35.612" "" "" "" "" "" "" "" "" 5.926000118255615 14.901 0
"*  56 Leo" "10 56 01.4689" "+06 11 07.327" "" "" "" "" "" "" "" "" 5.78000020980835 8.390 0
"* nu.02 Col" "05 37 44.6176" "-28 41 22.884" "" "" "" "" "" "" "" "" 5.309999942779541 24.080 0
"*  83 Her" "17 42 28.3623" "+24 33 50.606" "" "" "" "" "" "" "" "" 5.558000087738037 8.728 0
"HD  55070" "07 10 19.3207" "-27 29 29.468" "" "" "" "" "" "" "" "" 5.447999954223633 4.996 0
"*  45 Tau" "04 11 20.2822" "+05 31 22.987" "" "" "" "" "" "" "" "" 5.698999881744385 26.634 0
"HD  34310" "05 15 24.3722" "-26 56 36.629" "" "" "" "" "" "" "" "" 5.039999961853027 11.921 0
"* v Eri" "03 30 37.0582" "-05 04 30.523" "" "" "" "" "" "" "" "" 4.724999904632568 8.070 0
"HD  37192" "05 35 15.4752" "-33 04 47.017" "" "" "" "" "" "" "" "" 5.755000114440918 10.720 0
"* d Oph" "17 27 21.2757" "-29 52 01.326" "" "" "" "" "" "" "" "" 4.269000053405762 29.230 0
"HR  6501" "17 28 56.0893" "-36 46 41.809" "" "" "" "" "" "" "" "" 5.985000133514404 4.985 0
"* ksi Cep" "22 03 47.4549" "+64 37 40.712" "" "" "" "" "" "" "" "" 4.289999961853027 33.790 0
"HD  63752" "07 50 10.5764" "-09 11 00.390" "" "" "" "" "" "" "" "" 5.5980000495910645 1.699 0
"* del Per" "03 42 55.5042" "+47 47 15.174" "" "" "" "" "" "" "" "" 3.009999990463257 6.320 0
"* nu. Aqr" "21 09 35.6488" "-11 22 18.085" "" "" "" "" "" "" "" "" 4.519999980926514 20.470 0
"* psi Cas" "01 25 56.0223" "+68 07 48.045" "" "" "" "" "" "" "" "" 4.7270002365112305 16.720 0
"HD 203399" "21 15 42.4483" "+77 00 44.268" "" "" "" "" "" "" "" "" 5.8979997634887695 4.000 0
"* 116 Tau" "05 27 45.6080" "+15 52 26.581" "" "" "" "" "" "" "" "" 5.514999866485596 6.481 0
"*  20 Tau" "03 45 49.6065" "+24 22 03.886" "" 8020000.00 "" km "" V Interfer 2014MNRAS.443.1629S 3.869999885559082 8.510 0
"* mu.02 Cru" "12 54 36.8841" "-57 10 07.193" "" "" "" "" "" "" "" "" 5.199999809265137 8.267 0
"* zet Mon" "08 08 35.6466" "-02 59 01.636" "" "" "" "" "" "" "" "" 4.329999923706055 3.080 0
"* f Car" "08 46 42.5492" "-56 46 11.192" "" "" "" "" "" "" "" "" 4.489999771118164 5.390 0
"* e Dra" "20 01 28.5443" "+64 49 15.514" "" "" "" "" "" "" "" "" 5.269999980926514 5.050 0
"*  76 Leo" "11 18 54.9596" "+01 39 01.423" "" "" "" "" "" "" "" "" 5.9039998054504395 11.594 0
"HD 214995" "22 41 57.4558" "+14 30 59.018" "" 12100000.00 "" km 501000.00 BV BrighCol 2013A&A...554A..84M 5.921000003814697 11.147 0
"*  48 Gem" "07 12 26.3762" "+24 07 42.938" "" 3300000.00 "" km "" "" "" 2007ApJ...660.1556R 5.849999904632568 9.206 0
"HD 141168" "15 50 07.0836" "-53 12 35.174" "" "" "" "" "" "" "" "" 5.78000020980835 10.359 0
"* rho Oph" "16 25 35.1176" "-23 26 49.815" "" "" "" "" "" "" "" "" 4.630000114440918 9.030 0
"*  57 Gem" "07 23 28.5112" "+25 03 01.912" "" "" "" "" "" "" "" "" 5.021999835968018 18.177 0
"* alf Oph" "17 34 56.0694" "+12 33 36.134" "" "" "" "" "" "" "" "" 2.069999933242798 67.130 0
"HD  98560" "11 19 16.4335" "-64 34 56.964" "" "" "" "" "" "" "" "" 5.989999771118164 26.713 0
"*  10 UMa" "09 00 38.3806" "+41 46 58.605" "" "" "" "" "" "" "" "" 3.9600000381469727 62.230 0
"* w Car" "10 43 32.2901" "-60 33 59.830" "" "" "" "" "" "" "" "" 4.545000076293945 2.860 0
"*  75 Vir" "13 32 51.6423" "-15 21 46.848" "" "" "" "" "" "" "" "" 5.5289998054504395 6.340 0
"* tau Oph B" "18 03 04.8015" "-08 10 48.913" "" "" "" "" "" "" "" "" 5.860000133514404 18.587 0
"* eps Vol" "08 07 55.7944" "-68 37 01.432" "" "" "" "" "" "" "" "" 4.3979997634887695 5.060 0
"V* V390 Pup" "07 44 34.1696" "-24 40 26.686" "" "" "" "" "" "" "" "" 5.599999904632568 1.686 0
"*  66 Ori" "06 04 58.3589" "+04 09 31.184" "" "" "" "" "" "" "" "" 5.620999813079834 2.134 0
"*  17 CMa" "06 55 02.7380" "-20 24 17.557" "" "" "" "" "" "" "" "" 5.791999816894531 5.416 0
"HD  92523" "10 43 04.0407" "+69 04 34.369" "" "" "" "" "" "" "" "" 4.992000102996826 6.940 0
"* G Pup A" "06 25 43.6526" "-48 10 36.837" "" "" "" "" "" "" "" "" 5.869999885559082 4.801 0
"* A Cen" "11 34 45.6558" "-54 15 50.732" "" "" "" "" "" "" "" "" 4.60699987411499 7.650 0
"*   8 Lac B" "22 35 52.0990" "+39 37 41.339" "" "" "" "" "" "" "" "" 5.670000076293945 2.171 0
"HD  58978" "07 26 59.4826" "-23 05 09.689" "" "" "" "" "" "" "" "" 5.559999942779541 1.792 0
"HD 155806" "17 15 19.2478" "-33 32 54.299" "" "" "" "" "" "" "" "" 5.53000020980835 0.954 0
"* rho Ari" "02 56 26.1717" "+18 01 23.665" "" "" "" "" "" "" "" "" 5.579999923706055 27.256 0
"*  13 Sge" "20 00 03.3079" "+17 30 59.428" "" "" "" "" "" "" "" "" 5.349999904632568 3.424 0
"HD  17948" "02 55 56.9208" "+61 31 16.094" "" "" "" "" "" "" "" "" 5.584000110626221 37.381 0
"HD  56405" "07 16 14.5526" "-15 35 08.486" "" "" "" "" "" "" "" "" 5.447000026702881 12.954 0
"* 105 Tau" "05 07 55.4349" "+21 42 17.349" "" "" "" "" "" "" "" "" 5.920000076293945 3.285 0
"HD 122430" "14 02 22.7821" "-27 25 47.192" "" "" "" "" "" "" "" "" 5.468999862670898 6.666 0
"* ome Oct" "15 11 08.7921" "-84 47 16.029" "" "" "" "" "" "" "" "" 5.866000175476074 9.941 0
"* eps Dra" "19 48 10.3504" "+70 16 04.549" "" "" "" "" "" "" "" "" 3.9100000858306885 21.322 0
"* zet Eri" "03 15 50.0256" "-08 49 11.036" "" 1390000.00 "" km "" "" "" 2007ApJ...660.1556R 4.800000190734863 27.395 0
"HD  31093" "04 51 28.2164" "-34 54 22.634" "" "" "" "" "" "" "" "" 5.833000183105469 12.170 0
"* omi Aqr" "22 03 18.8440" "-02 09 19.306" "" "" "" "" "" "" "" "" 4.690000057220459 7.490 0
"*   1 Lep" "05 02 44.9788" "-22 47 42.189" "" "" "" "" "" "" "" "" 5.73799991607666 7.648 0
"HD  76292" "08 56 30.5155" "+40 12 05.303" "" "" "" "" "" "" "" "" 5.880000114440918 13.920 0
"HD 136028" "15 18 26.1268" "-00 27 40.443" "" "" "" "" "" "" "" "" 5.889999866485596 4.473 0
"*  23 Peg" "22 05 34.6744" "+28 57 50.327" "" "" "" "" "" "" "" "" 5.699999809265137 10.292 0
"* gam Ara" "17 25 23.6593" "-56 22 39.814" "" "" "" "" "" "" "" "" 3.3399999141693115 2.930 0
"* omi Leo" "09 41 09.0330" "+09 53 32.310" "" "" "" "" "" "" "" "" 3.5199999809265137 25.030 0
"* z Car" "11 06 32.4264" "-62 25 26.810" "" "" "" "" "" "" "" "" 4.605999946594238 8.507 0
"HD  62578" "07 43 11.9831" "-36 03 00.323" "" "" "" "" "" "" "" "" 5.585000038146973 5.141 0
"* 105 Her" "18 19 10.6794" "+24 26 45.803" "" "" "" "" "" "" "" "" 5.2789998054504395 2.666 0
"*  43 Eri" "04 24 02.2063" "-34 01 00.658" "" "" "" "" "" "" "" "" 3.9600000381469727 11.127 0
"* alf Lac" "22 31 17.5013" "+50 16 56.968" "" "" "" "" "" "" "" "" 3.7699999809265137 31.790 0
"* tet Lib" "15 53 49.5380" "-16 43 45.458" "" "" "" "" "" "" "" "" 4.159999847412109 19.360 0
"HD  73887" "08 37 18.8332" "-62 51 12.472" "" "" "" "" "" "" "" "" 5.455999851226807 10.557 0
"* l Hya" "14 28 10.4272" "-29 29 29.896" "" "" "" "" "" "" "" "" 4.96999979019165 7.522 0
"* pi.01 Cyg" "21 42 05.6645" "+51 11 22.641" "" "" "" "" "" "" "" "" 4.659999847412109 1.890 0
"* mu. Cyg" "21 44 08.5783" "+28 44 33.467" "" "" "" "" "" "" "" "" 4.5 45.156 0
"* del Hor" "04 10 50.5892" "-41 59 36.853" "" "" "" "" "" "" "" "" 4.929999828338623 18.240 0
"* w Pup" "08 21 23.0260" "-33 03 15.714" "" "" "" "" "" "" "" "" 4.800000190734863 2.505 0
"* chi Sco" "16 13 50.9062" "-11 50 15.892" "" "" "" "" "" "" "" "" 5.238999843597412 7.287 0
"HD 119361" "13 43 40.0801" "-42 04 03.030" "" "" "" "" "" "" "" "" 5.965000152587891 1.630 0
"*  17 Aqr" "21 22 56.2584" "-09 19 09.580" "" "" "" "" "" "" "" "" 5.965000152587891 4.598 0
"HD 175317" "18 55 31.0053" "-16 22 35.888" "" "" "" "" "" "" "" "" 5.546000003814697 31.686 0
"* o Tau" "05 27 38.0840" "+21 56 13.073" "" "" "" "" "" "" "" "" 4.868000030517578 5.220 0
